MA,price,MA_3d_chg,MA_14d_chg,MA_30d_chg,MA_90d_chg
,3245.663149,,,,
,3245.663149,,,,
,3245.663149,,,,
,3524.562728,,,,
,3524.562728,,,,
,3524.562728,,,,
,3493.5345,,,,
,3493.5345,,,,
,3493.5345,,,,
,3912.742917,,,,
,3912.742917,,,,
,3912.742917,,,,
,3979.608652,,,,
,3979.608652,,,,
,3979.608652,,,,
,4182.790286,,,,
,4182.790286,,,,
,4182.790286,,,,
,3906.108903,,,,
,3906.108903,,,,
,3906.108903,,,,
,4088.731708,,,,
,4088.731708,,,,
,4088.731708,,,,
,3659.921844,,,,
,3659.921844,,,,
,3602.004897,,,,
,3288.229887,,,,
,3288.229887,,,,
0.5348850713407137,3288.229887,,,,
0.5341196552493176,3399.04928,,,,
0.5178317246434264,3399.04928,,,,
0.501304551251749,3399.04928,-0.06278081383874412,,,
0.49867571462909166,2778.279661,-0.06635955122018744,,,
0.4943642920822648,2778.279661,-0.04531864589277734,,,
0.4794798386702424,2778.279661,-0.043535835705083126,,,
0.46878418315776466,2306.371267,-0.059941823101531844,,,
0.4459443843102305,2306.371267,-0.09794378062397957,,,
0.4363622538921858,2306.371267,-0.08992575140935244,,,
0.4220338170897577,2120.037375,-0.09972684179123337,,,
0.41991395302938544,2120.037375,-0.05837147455306091,,,
0.41336240596194507,2120.037375,-0.05270815182819044,,,
0.41140365693110315,2695.477807,-0.02518793454031132,,,
0.3981031019511127,2695.477807,-0.05194123920132376,-0.25572216672032144,,
0.40033226614987166,2695.477807,-0.031522314618211755,-0.25048205544316904,,
0.38645568353663495,2882.483408,-0.060641107520943094,-0.25370411825821537,,
0.3889376271604801,2882.483408,-0.023022867055575325,-0.22414902041222362,,
0.388233512932939,2882.483408,-0.03022177885707389,-0.22147098496324025,,
0.38452339181553,2433.328866,-0.005000034424184507,-0.2221861530574637,,
0.36812207148037385,2433.328866,-0.05351900723021974,-0.2322470273175632,,
0.3656442752516529,2433.328866,-0.05818466703359548,-0.22001575908844406,,
0.36182329242547784,2294.626286,-0.05903437833228686,-0.18863583631592962,,
0.3695763444555214,2395.853228,0.0039505182867718425,-0.153051527351322,,
0.3704641345151923,2395.853228,0.013181826134764929,-0.12219324728567338,,
0.36130148345574964,2395.853228,-0.0014421652244394068,-0.13958209569076674,,
0.356939862129553,2708.429866,-0.03419180506421515,-0.13649655367446856,,
0.36476606012330925,2708.429866,-0.015380906978592734,-0.11336213478433954,,
0.37774117319166367,2708.429866,0.045501307048819495,-0.051147375289604,,
0.38547201376449164,2717.154037,0.07993545877647801,-0.0371197968335053,,
0.37693660263027606,2717.154037,0.033365336958302905,-0.02463175290694486,-0.29529421771771014,
0.3902775689796363,2717.154037,0.0331877928001556,0.0034451329097129335,-0.26930685822175626,
0.40770958200859675,2694.497667,0.057689190006129376,0.050165862623564594,-0.21266009283355247,
0.41541897971328917,2694.497667,0.10209243892602049,0.08034774621092722,-0.17132414083216485,
0.4216029192750735,2694.497667,0.08026428569117106,0.14528019898299127,-0.1545549404011861,
0.4306565797351404,2624.768915,0.056282704010767626,0.17780205758381729,-0.12886794893455433,
0.44647377580619035,2711.547939,0.07475536171778763,0.23395531783832668,-0.06883722776663326,
0.4500663789961364,2711.547939,0.06751248252740871,0.2177900067148426,-0.039928403803097146,
0.4574864034042266,2711.547939,0.062299811338275335,0.23490065780029146,0.025882194058456154,
0.4604932763646382,2580.53558,0.0314005017050174,0.2745402314990413,0.055300435033536655,
0.4654372406193182,2580.53558,0.034152432486661555,0.3039654294772647,0.10284347313411968,
0.46054538167388714,2580.53558,0.006686490017841384,0.2625773941747751,0.09676132062622433,
0.4581122569630304,2620.625389,-0.005170584509734399,0.2127676024625118,0.10825815399672578,
0.4506290280188379,2620.625389,-0.03181570211437357,0.16903176346844906,0.0953452173477003,
0.4652922483658864,2620.625389,0.01030705524555775,0.23440452616981666,0.16877323006396616,
0.4589751232482516,2356.634774,0.0018835258653446818,0.17602229727991325,0.14648546234448645,
0.46573412825363025,2356.634774,0.033520033765247925,0.14231832854938897,0.20514239560790393,
0.4611648370070137,2356.634774,-0.008870578380293703,0.11011980561238932,0.18570383733207652,
0.456292640877091,2517.771696,-0.005844504931283079,0.08228055361112019,0.1753046186816647,
0.4600379814905757,2517.771696,-0.012230468882350354,0.06822466702704344,0.19638490474793469,
0.47276656237858794,2517.771696,0.025157437082302447,0.05888987886224917,0.284265734128341,
0.4688857218084534,2587.381611,0.02759869391528169,0.04181459378123997,0.2823548829958984,
0.46382136110995564,2561.188331,0.008224059255110605,0.013847313621977886,0.28190022814931304,
0.4561061144352282,2561.188331,-0.03524032634528451,-0.009527092260813164,0.23413232821269125,
0.44351352405803385,2365.872786,-0.05411168771051733,-0.047103486029850705,0.19718343217876577,
0.4480152429715012,2365.872786,-0.03407802974108254,-0.027207174799678158,0.24000388452977894,
0.44817209615515796,2365.872786,-0.017395114928232203,-0.02169808962058528,0.25559553220338227,
0.4355935974087025,2231.554315,-0.01785723821196261,-0.03336542849056512,0.19417249856373697,
0.4249244618759249,2231.554315,-0.05154016846039566,-0.08675791748462125,0.12490904363322008,
0.4122813610964695,2231.554315,-0.08008248475662127,-0.10173484310287173,0.06954940015011668,
0.3932447372047979,2251.560559,-0.09722103459700338,-0.1556454351340899,0.04326492694188655,
0.37841727411034065,2251.560559,-0.10944813005179277,-0.17943163974449894,-0.03038938389491319,
0.3692087356050108,2251.560559,-0.1044738607074216,-0.19085099664260752,-0.09443203717192539,
0.3672664086904042,1875.357694,-0.06606147789554384,-0.2016606813628321,-0.11591326678458103,
0.3578040916391882,1875.357694,-0.05447209702467748,-0.2431696314582812,-0.1513244446826516,
0.3467816736494923,1875.357694,-0.06074358429999749,-0.26041323606105105,-0.1947605354996138,
0.33770756107345795,1971.105978,-0.08048339547944772,-0.2719016643276172,-0.24361165341981184,
0.3314771452458903,1990.076151,-0.07357922116733695,-0.27324555677938955,-0.2634927630336594,
0.3265310248326737,1990.076151,-0.058395960212380804,-0.26376309374965745,-0.2862497717901423,
0.31620440305211767,1990.076151,-0.06367390162360897,-0.29421061445395547,-0.3133354615980679,
0.3179934333491011,1817.047666,-0.04067765180850391,-0.29046579187515686,-0.31678558224955533,
0.3205770805817023,1817.047666,-0.018233931229114986,-0.26404547153865565,-0.30391858579378084,
0.3213019607615036,1817.047666,0.016121083894412802,-0.24386099274434903,-0.2986392398851868,
0.3263542442820947,1973.926865,0.026292401213879435,-0.20841863087346502,-0.2757806887920857,
0.3203408555814933,2087.518724,-0.0007368742636884029,-0.18539060978033384,-0.3115276329951008,
0.314339724603825,2087.518724,-0.021668825615560272,-0.169330402945167,-0.3151268801254744,
0.3168489943925027,2087.518724,-0.02912555928451732,-0.14181609524137562,-0.31967838478877253,
0.3232596815443424,2169.400068,0.009111625669947054,-0.11982235811595365,-0.2990365795399399,
0.3198518718938312,2279.354161,0.017535636951242495,-0.10606983159831573,-0.29902031450910926,
